Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45
2017-03-07,6896,6410,156143,6856,4718,1434188,64493,23029,127130,125943,103683,64616,99086,346278,91885,23135,64623,68523,11305,52606,339589,10611,24408,64501,199665,55974,27255,20882,78230,56641,44586,45755,195589,95709,14171,982,9926,2551,4620,1438,34991,2305,29164,32848,3673
2017-03-08,7122,6723,221305,7192,4654,1368556,66580,23402,125113,119626,122606,67062,122692,224120,97899,23075,75202,38528,11042,50783,322773,11251,29893,64297,193289,62796,26953,20324,77193,56807,50630,41997,164865,97980,13772,968,12682,1785,3961,1530,33311,2291,27639,35422,3116
2017-03-09,7334,6749,243345,6615,4480,1237063,69011,22415,125132,118976,102684,70293,110480,202842,95838,21363,67822,29564,11041,47482,299467,11490,25428,61687,185001,65767,26986,19474,73223,56925,44530,50027,116335,92486,15201,1056,10481,1592,4068,1578,34909,2408,26608,37061,2995
2017-03-10,6966,6047,252368,7074,4342,1222801,59027,19159,103352,102723,101589,66805,99926,179287,101622,22102,63075,28204,28172,51105,298317,13728,18535,61986,175826,56508,24849,19070,65052,58765,72021,40586,101202,103061,14639,1073,13184,1489,3781,1406,34093,2354,25168,39484,2987
2017-03-11,7301,6054,263452,6762,4143,1071203,49062,17186,78559,88324,120724,73149,161206,160484,101390,20528,58625,27307,14186,47560,337832,17666,14801,65085,189532,67513,27944,17786,80432,54209,42466,43781,77074,107792,15480,732,10802,1236,2885,681,37240,3079,24969,41921,2924
2017-03-12,7020,6655,193968,8047,4918,1321037,64457,19017,101049,111179,127496,160283,127423,183900,113215,27338,61659,26138,64345,48786,395711,16796,14136,76620,212105,73213,31800,21331,108122,70304,37564,56793,107667,105651,21212,712,11798,1109,2795,719,42422,2786,31339,44464,3062
2017-03-13,6828,6696,155258,6347,4416,1369817,70818,20768,127785,125334,106612,74116,118180,166407,106394,22136,58047,23858,30717,46347,425863,12577,15991,82582,187940,63269,30362,19563,82371,63589,30852,43099,84518,90814,19229,933,14343,1423,3661,1417,36394,2416,30471,39964,3403
2017-03-14,7236,6703,176094,6446,4580,1308960,71087,22204,143042,137912,104531,63472,106479,151757,98373,20673,63616,31303,14361,56659,364469,14755,19967,77905,176082,57230,26853,18529,90367,55967,45491,37957,102683,96561,16680,1099,11260,1471,3842,1430,35241,2222,31122,36094,3494
2017-03-15,7077,6528,151083,5890,4107,1287219,68143,22120,144584,135782,102060,60361,107793,145378,100101,20489,62202,29049,11768,54217,303750,12689,19360,64803,168211,53977,30761,18275,73785,59468,41347,38638,114779,91068,12191,906,25098,1347,3927,1429,35082,2384,32970,35573,3344
2017-03-16,7993,6270,147352,6926,4340,1329592,64454,19742,152697,126448,98851,64081,103727,139688,101097,19698,60117,23306,14922,45052,339782,10785,21488,65095,161531,51463,28366,17758,64617,56198,28757,43575,97626,103308,17160,1077,23284,1754,4285,1573,32233,3102,35908,33261,3110
2017-03-17,7210,6560,143984,7080,4149,1192818,56390,16934,305261,107230,98094,60302,95075,140616,98598,21199,73020,22726,11181,45326,305740,10177,20206,64923,160050,49173,27501,18028,58028,51363,32642,43638,125508,103658,14369,914,23420,1494,3900,1415,31496,4436,80291,32952,2973
2017-03-18,7421,6339,122095,6218,4994,1139081,47561,16400,139520,87320,110698,59789,106229,141990,103347,23251,64184,25726,12730,50310,316084,12177,18783,68402,175544,52420,27506,20367,69061,51963,33556,47808,94768,97774,13949,715,17211,1551,3017,761,35757,3778,55087,36883,2791
2017-03-19,7146,7140,132305,6809,4379,1153984,56606,19315,92984,116203,130979,62968,116946,153100,114725,24035,70606,41007,13701,58456,353777,13747,21314,78895,197584,65474,48620,22863,82491,60070,33153,51026,84062,113726,17267,636,13979,1101,2604,736,42031,3209,37695,40049,3290
2017-03-20,6762,7158,159019,6972,4473,1310176,76862,26511,114144,123057,100149,59342,112825,286391,100314,25333,63204,29013,11814,60302,313588,15735,26885,71338,178333,63206,35570,25309,76519,51348,34808,59879,79649,100403,16100,947,22807,1528,3687,1446,35663,2808,33842,33158,3524
2017-03-21,7650,6713,158592,6530,4563,1325857,102630,28845,125596,140466,98016,56186,107424,231322,95380,22248,65292,30991,11584,53359,295795,10363,34529,65482,171454,57226,49121,21742,77197,50755,36047,46824,97117,112088,15944,886,14680,1377,3741,1482,32584,2636,30487,32691,3106
2017-03-22,7073,6662,161671,6585,4244,1306962,125170,21497,129056,141501,91283,52820,100718,162928,93112,24350,64166,27329,10257,73401,300109,10086,34202,60989,166020,54919,33527,21326,71214,51633,45069,65751,120493,92623,15602,974,18401,1548,3899,1568,30782,2529,33171,33505,2956
2017-03-23,7292,6214,151514,6537,4423,1287686,84445,19132,125781,151189,89451,58496,95055,131017,86842,24816,59746,24096,9671,58265,293643,10099,28544,58330,169087,55780,29974,19021,67380,47952,28211,49895,190652,78687,15369,853,22144,1431,3616,1372,30023,2801,37461,35411,2869
2017-03-24,6652,6170,143864,6855,4551,1206294,64801,19569,104757,189088,90075,51040,91667,125352,89474,22412,65643,23260,11488,51451,283199,10985,22346,57287,177414,56882,24878,17109,64337,45897,22589,87588,232951,78901,12155,859,16334,1435,3377,1454,30734,2538,31319,33661,2760
2017-03-25,6691,6191,114587,6439,4478,1109556,54665,18360,75759,108287,95859,51963,94750,135511,115786,22806,52165,20568,11356,45110,304685,13186,18706,79108,192093,63883,33340,20189,72077,54402,30880,60392,119996,85560,23857,514,13308,986,2488,594,35552,2665,29124,37445,2509
2017-03-26,8004,6039,123110,6941,4215,1254434,66720,21227,97839,126863,102969,59007,104276,163390,106640,23199,58517,21885,11428,68269,346631,20653,18937,121898,221297,80095,36955,18793,82521,56481,37370,53911,106593,110816,17261,645,12034,1072,2545,600,38571,3179,27069,37569,2912
2017-03-27,7212,6264,150055,6314,4907,1251532,75687,19902,125585,172346,88989,49741,102356,136067,93148,26171,55026,19691,9999,50547,325677,16994,20956,90911,183845,67319,26925,19452,68868,56216,24082,48339,92246,93425,13623,882,18485,1886,4074,1410,31035,2147,24736,32938,3723
2017-03-28,6735,6487,154379,6598,4547,1264197,71464,21641,133387,233210,85240,49349,96936,124022,87773,33279,57679,21882,9418,46600,288952,12608,22714,81553,165025,58543,26090,18440,83769,52201,23848,55427,85291,85491,12284,875,18725,1439,3772,1454,29140,2223,27225,31697,3504
2017-03-29,6888,6566,157256,6589,4377,1279221,67672,20894,128252,295819,83472,47646,97758,137286,96236,21084,56285,21283,10193,86178,291575,10223,20465,78929,165633,55197,26633,18229,63217,47152,28038,45847,82940,91940,13125,831,22687,1435,3676,1469,29351,2318,29453,30849,3390
2017-03-30,6499,7023,151303,6979,4442,1179819,61474,21821,117987,157125,88793,49025,98303,138676,93017,21133,69056,20810,9700,61514,275955,12827,19007,69909,168462,52349,23960,18965,53070,46793,24193,52801,86716,113523,13555,981,27089,1465,3646,1300,36141,2512,29351,30039,3409
2017-03-31,6597,6613,145962,6646,4130,1099900,56908,18252,93423,117449,96474,48170,97461,129493,92577,20359,65514,17930,17052,48139,261598,17458,17617,78819,169704,52299,21853,17633,51029,43981,32655,59969,62728,124032,11289,752,19232,1354,3505,1250,40633,2220,30105,29313,3211
2017-04-01,6666,5997,118622,7165,4263,961124,49745,18536,77133,90774,110128,60853,91699,125954,100999,21841,47651,19046,10134,44673,271308,17575,15810,77722,176313,66480,24036,19198,59163,48104,39346,70208,60855,100297,12679,822,16330,1509,2855,743,42595,2482,26143,31181,4354
2017-04-02,6497,6657,125206,6614,4314,1092343,55410,21500,92206,99671,115447,60686,110857,140065,103596,21046,57440,21032,12432,61606,297000,21667,18808,79610,183874,67363,26756,19342,62381,53554,30157,91879,65251,98503,15218,795,18307,1509,3075,814,43663,2677,24492,30746,3210
2017-04-03,7137,6249,153826,7482,4227,1165348,62189,22985,115230,112195,88981,50911,104084,128209,93084,21308,55671,19974,9451,50459,283483,11116,29622,74847,190821,60567,23961,17977,53473,50635,22842,67946,51873,78870,13127,1052,17649,1731,3975,1388,39637,2573,28755,32191,3677
2017-04-04,7704,6404,158495,9399,4618,1230503,68223,21488,118699,134978,91490,50604,99399,131598,89943,27699,72428,23612,8888,44031,268827,12220,28050,72404,164210,62056,28260,19960,73989,48093,26606,61069,56597,77314,12748,835,11629,1534,3485,1454,44191,2763,32525,37776,3316
2017-04-05,7483,6133,158457,9112,4483,1213961,79224,20515,114313,137414,87778,50807,98235,130236,88432,20225,64602,21796,8917,39314,266284,17106,21830,72744,205697,64482,26969,19134,67397,48334,21482,55115,57584,76683,16393,834,12812,1415,3644,1459,35484,2197,46750,32467,3132
2017-04-06,7278,6549,160794,10761,4605,1181934,56742,17929,103351,114562,86559,52838,100033,130144,85647,23201,62097,18767,9632,38609,273220,10684,36272,66983,183240,63343,25303,17296,69270,52896,25536,62285,63512,106820,12898,1160,19257,3211,4939,1581,37378,2264,48904,31857,3212
2017-04-07,6772,5660,147456,7327,4308,1036674,48955,17491,77128,90920,86099,47922,90828,123257,84982,21383,62545,17604,9500,43697,264738,10296,46123,63724,161546,56401,22627,17248,63902,50087,45201,65742,61725,101184,13641,1097,18080,1805,4357,1430,40979,2400,43322,33962,2882
2017-04-08,6701,5506,116936,5722,4079,1007989,42674,14571,57537,69315,83194,53892,94578,115010,88985,19093,53552,18827,8912,56367,270295,12081,30000,67718,174010,50657,20661,15453,58944,50354,41007,88734,62473,124085,17934,716,16781,3238,3558,882,39705,2387,36625,34464,3321
2017-04-09,6715,5458,121939,6032,4080,1069427,52833,14976,59200,73663,92590,51837,112053,138148,99775,24658,65451,25000,9706,50807,307087,13239,19343,79442,189485,71480,22747,20355,72119,48666,32574,88310,71490,129463,16646,1047,11965,2150,4690,793,44230,2859,30670,37083,3925
2017-04-10,6982,5870,156474,6628,4469,1058327,55192,16835,72821,81470,94729,51203,103292,121333,95219,22749,61740,25949,10638,47882,315992,15979,38914,73969,177117,66285,24188,18936,67329,53167,33854,92174,48873,95854,14816,4214,26209,8340,12843,3493,35436,2895,29512,31081,3449
2017-04-11,7801,6094,160109,7670,4944,1026197,49790,17843,69863,83585,90103,54798,97734,119919,97836,25774,58384,19659,9700,42719,289274,10167,27303,68629,177481,64004,23107,27478,73029,54217,24975,60353,63157,99989,13050,2781,21501,5028,8641,2848,35334,2397,30590,29862,3333
2017-04-12,7898,7675,163160,8715,6173,931417,47116,15026,60734,81494,90585,52797,102599,118801,116967,20185,57168,24509,9211,40419,296779,11291,19722,66476,195760,69793,23644,21515,68172,46600,18896,53297,54956,92081,11213,3036,17952,6659,9714,1668,34656,2468,30624,29820,3312
2017-04-13,8306,7198,157689,9106,5418,932843,42002,14498,51796,89838,98216,47763,98401,117995,114515,22714,55759,20645,9216,41300,281268,10087,16119,71080,182552,83821,22867,21417,59211,49628,31475,51064,56016,106192,10738,2370,16621,7924,8169,1504,31949,2517,28914,27366,3447
2017-04-14,7862,7043,146590,6615,4625,912060,61605,15985,52970,73596,97007,47155,95161,123093,136681,69590,61882,23124,11721,51459,319967,10961,13124,85028,208530,130134,22483,19450,60886,52489,20011,76166,58244,111243,11675,924,11893,5031,3144,1134,31777,2549,27933,27982,3360
2017-04-15,6983,6100,124611,6921,5016,945892,54109,22118,59648,92103,100871,52370,134211,122196,139537,33178,55163,22011,11698,49888,314514,12078,11905,73219,216792,119604,23216,26236,71729,51519,23240,83677,67513,151512,15513,660,11773,1007,3589,783,32993,2434,27197,30053,3406
2017-04-16,6265,6186,120974,7000,4134,970034,56479,18418,72676,101352,123487,66700,375886,135313,135254,56301,99141,28992,17110,66645,340152,15665,16982,97809,217881,206577,28490,22461,73526,52531,23909,87867,62918,152533,14629,701,10558,1288,2803,812,38120,2599,26656,35119,3560
2017-04-17,7220,7267,145945,6341,4818,1045315,61182,20793,92942,106230,99722,64766,131789,129292,148921,57277,76806,26891,16180,58216,343836,12292,17331,93379,212897,114877,30791,23362,70639,56459,21245,66812,51827,115116,12870,914,13708,1417,3474,1210,34593,2446,28112,31982,3428
2017-04-18,7441,7565,161082,6541,5046,1111176,52592,19595,94038,105605,103434,94303,125336,124276,136778,32625,75565,25476,12363,46095,305063,12408,18084,101985,187850,71495,27133,20522,65573,49817,30738,54895,52078,171134,12566,909,13406,1530,4640,1405,33206,2299,29142,28906,3091
2017-04-19,7590,6945,165653,6427,4836,1104740,57423,18351,98343,105011,94975,67755,112476,124408,122561,37259,88120,31633,10889,43223,314775,17161,17304,125287,186036,60789,26282,20620,62230,50891,29984,46907,51153,103770,12064,890,15330,1480,4388,1578,31851,2740,28601,28867,3134
2017-04-20,10595,6545,172637,7103,4787,1108153,50214,18230,100861,104276,87140,56059,105663,123091,110986,33419,68422,22599,9800,41216,293840,9488,19805,84530,186934,55569,27058,22119,89637,50717,38367,49291,56281,93693,25867,1894,17478,4604,7333,2213,32467,3086,28683,28854,2883
2017-04-21,8352,7726,162699,10013,5120,1048903,44346,16162,86018,90503,86454,65821,104376,122250,113947,26243,65776,22134,10931,40274,305561,10817,17116,75082,205076,53273,26558,20016,84813,50927,45135,49647,44860,89135,16554,14874,62113,34459,45619,7033,34368,2777,28673,27273,2879
2017-04-22,8584,6918,133545,8587,8184,936535,43743,14754,73958,78849,90570,99028,111766,131712,107114,22531,57435,37371,10807,41010,326896,16193,12974,85168,231550,57486,31112,22091,73927,56746,39018,67852,55274,106492,14938,21332,82971,52167,67326,10029,35984,3160,27672,29643,3153
2017-04-23,9105,9948,146282,11573,6305,1004887,51293,20787,93885,100181,98416,67092,121750,139273,123634,26276,64071,35888,11051,46841,363314,23705,13231,86037,207402,104635,111052,25410,92156,49035,53124,119305,57360,102565,18050,14280,55993,33265,41807,6462,35539,3223,29217,31249,3284
2017-04-24,8738,7717,170702,10629,5225,1148779,59344,18896,122557,108986,88092,58847,107625,172074,113267,23494,60305,25216,10039,42856,350284,12859,15746,76192,188993,77876,61344,19301,69938,48362,25689,68216,43767,107370,12216,7999,37799,18975,24409,3494,34305,2702,35662,28478,3755
2017-04-25,8325,7393,167759,7641,5027,1132924,58827,19224,143388,115245,88636,56955,107016,172713,112282,24561,60349,26352,11278,42621,337706,10446,15859,82162,210344,73926,35496,20453,63857,56025,26591,51414,53786,100173,13217,982,15744,1645,3820,1429,31360,2736,36445,27862,3054
2017-04-26,7226,6774,161798,6635,4504,1128296,69627,21065,144377,121439,86912,54748,105122,231876,119956,27029,57215,36405,9494,41166,389824,11830,22545,83033,206161,65020,31250,24045,60118,58550,23359,50335,58646,89937,17353,934,14767,2492,3809,1311,30483,2581,48974,27978,2816
2017-04-27,7300,6108,154457,5997,4436,1078363,66158,20316,123545,114287,86010,54166,98167,189911,99947,24402,55602,32608,9056,39749,353507,13181,17177,71440,189581,63386,27913,19962,58454,51657,19889,54291,58308,96705,12223,861,12208,1825,4007,1296,31735,2617,47684,31957,2850
2017-04-28,6915,6507,151928,6760,4468,958898,48527,22819,92936,88892,82445,48666,95603,137691,94591,25705,59175,23705,9653,35790,479770,9860,17802,65542,183937,54589,24202,17778,53679,49849,18109,56551,54880,101143,11455,844,14294,1300,3411,1272,28773,2429,40567,35382,2576
2017-04-29,6840,6054,124810,7138,4703,847234,39458,18809,60952,70807,73863,48021,98696,119110,90370,23919,49125,30767,10067,59904,528503,13076,13203,67766,192464,64599,22684,16683,55414,49572,23130,86518,58013,96170,14988,718,12058,1267,2522,739,30566,3204,40166,36281,3243
2017-04-30,7008,6203,133248,6730,4366,925920,42831,17301,61952,78947,75433,43120,101004,119211,92106,23123,58552,28370,9790,47702,598358,16506,13323,74585,203655,102221,32250,20153,57668,56049,23321,79264,54157,96810,15375,668,10889,1086,2822,674,31469,3483,35085,37399,3578
2017-05-01,7928,6743,151588,7263,4772,964544,56227,18928,95499,102875,86783,52636,110065,124821,93561,25905,74549,26996,12043,52117,645478,16941,16670,75352,207741,103157,33676,19162,67798,63008,32062,70445,52102,100083,15551,726,7903,1111,2918,1051,30712,3198,44190,32039,3980
2017-05-02,9485,6391,161796,6484,4485,1080246,57744,18526,120708,110992,88393,61258,117156,156789,95667,25091,61295,32775,9904,43528,780516,11185,16327,71515,198309,61920,27087,17572,57903,50918,44354,54518,53802,94744,12639,1006,15103,1336,3461,1341,28579,2716,36490,27855,3397
2017-05-03,7534,7183,152308,6637,4594,1105532,58182,18809,130841,118380,93431,59499,111295,193404,93630,24352,59061,24763,9403,39215,668264,9596,16017,85213,186729,68931,30800,20339,54381,57631,42618,66105,68782,110634,14666,854,11233,1436,3563,1401,36193,2752,32765,31958,3112
2017-05-04,7343,7002,150809,7109,4655,1077057,52256,21879,117933,115071,85570,74785,102313,145084,94176,22964,57469,24659,9599,45140,686870,10491,16260,72924,176546,64617,26540,18649,55062,54188,37112,67939,56486,128680,14940,1122,11492,1776,4097,1497,37047,2452,30118,31205,2648
2017-05-05,6910,5948,141327,9009,4411,939123,42677,20383,85162,95742,74586,59865,91103,121341,89961,24589,59358,21375,9220,42504,660212,9760,13193,68361,178336,79065,24454,17235,54368,51828,45976,59923,57923,131279,17843,973,11598,1428,3461,1255,30946,2536,29714,28998,2623
2017-05-06,6649,5946,121810,6676,4400,846482,39363,16316,72561,80113,72889,55049,92435,112718,84007,27193,52514,21862,8628,37806,642522,12983,10639,75743,187685,68736,26136,31697,57974,61530,38571,79328,69852,117679,20320,995,11250,1496,3555,799,31827,2968,31463,30181,3531
2017-05-07,6887,5949,124854,7423,4487,926909,50322,23873,91839,96194,85161,63537,120575,132200,97884,26529,60632,31060,10463,48460,693769,13296,11156,78817,195285,135444,53843,23497,92825,77553,32772,83612,62516,109995,16522,841,11229,1606,3764,972,35977,3334,29447,30593,4193
2017-05-08,7099,6155,155000,6541,4543,1077084,56227,18697,122069,109204,83596,97460,128123,151828,107683,32042,57894,22904,9977,53246,636782,10213,14577,73131,185999,100865,56127,20864,62132,70923,29603,63344,57697,105919,14545,910,11221,1555,3649,1489,31905,2763,31545,26686,3712
2017-05-09,7684,6328,160257,7221,4810,1061378,51282,19300,117145,111872,89263,210253,160053,201415,134048,27669,56298,22341,9045,41349,578939,9301,13843,75752,176233,158099,38047,20826,50758,69794,38351,53051,56148,91524,13892,1010,12634,1643,3818,1617,31526,2415,31391,26429,3281
2017-05-10,6894,5823,152819,6675,4122,1001229,51124,18653,100678,101575,98631,86391,134489,150967,137107,23873,54945,20805,9508,40509,572301,8750,14193,88839,165748,213070,30769,20299,52314,62112,39351,49380,51702,89608,12881,889,14636,1286,3405,1346,31802,2313,28126,24973,3152
2017-05-11,7817,6006,149673,7128,4405,1017387,48773,17592,109142,101320,92930,69418,121793,131390,123542,24992,52998,20375,15345,41800,504047,8512,14211,80772,161426,97144,32817,20500,48355,70548,118408,48202,47840,91503,13228,943,21893,1280,3335,1387,29561,2305,29092,25427,2738
2017-05-12,7063,6091,141600,6541,4711,1001979,43662,15511,86748,90523,85736,52616,102440,117365,111303,24639,56313,18678,10443,40784,485486,9711,13049,79123,184619,71370,27186,19028,48120,71194,71469,46032,72502,99288,12570,762,18002,1296,3249,1304,27633,2264,31998,24001,2545
2017-05-13,6657,5771,113994,5845,4289,845675,40211,13918,66772,68900,85051,50586,117455,110368,94855,28048,47225,21544,9053,43312,487834,18630,11462,96176,186846,64906,25254,32894,52175,158312,33607,76556,71893,102178,16240,499,11382,828,2171,592,32321,14120,31139,26511,2842
2017-05-14,6543,5673,117298,5829,4176,860423,43281,16715,71891,106598,91316,55668,115269,120275,131178,26705,63691,21201,10621,48417,517479,12700,10838,83257,190771,67118,47675,23182,57266,89600,26438,71184,50922,95659,14838,593,10295,1014,2417,592,36080,4248,28561,26339,3801
2017-05-15,6918,6038,155265,6140,4211,989141,49759,17975,102560,110061,85612,59108,115174,112223,116154,27772,57648,19746,9591,50820,501264,10119,14022,79340,180853,57326,26601,18530,52486,65326,33468,56865,53055,94073,16576,798,12268,1307,3076,1251,28448,2951,29838,24679,3652
2017-05-16,6903,6176,167090,6592,4203,1045820,52959,19059,119970,114069,83825,53227,106659,111871,119859,29455,63277,20281,8938,44926,460388,13509,13799,85750,167374,52072,22091,17108,43570,55905,37396,60215,58849,87983,14690,843,17374,1359,3624,1264,28785,2448,31114,24465,2925
2017-05-17,7493,6035,152964,6663,3997,1148099,56474,21650,123382,112690,84327,51699,113003,119829,116691,40218,51188,18535,12445,41869,438222,9468,13901,92387,162534,67509,27228,17258,46728,206337,30495,64131,57000,94023,15856,1054,12330,1656,3967,1430,27819,2152,29069,24579,2935
2017-05-18,9294,6191,154585,6973,4369,1044700,51725,18453,114631,115515,85836,51976,108989,125401,116653,57245,53719,18351,11521,40848,427729,9706,13664,82301,155802,66862,32231,17150,48987,90671,28026,86537,50212,144283,17001,1111,13667,1848,4039,1423,27589,2140,29631,23392,2469
2017-05-19,6800,6110,136937,6739,4417,934514,44777,15617,88269,92871,79021,43674,90930,114915,93746,46030,70616,19998,10802,38703,418264,12226,12228,73199,164511,54668,23563,15851,44199,60175,25895,69915,49661,141496,13506,1227,13192,1879,4272,1591,28650,2032,33778,24736,2561
2017-05-20,6544,5728,112349,6611,4004,839504,38734,15940,68463,87560,96521,43682,103230,107722,86487,41239,62363,23887,9931,45932,398573,16346,10383,73398,195899,60774,24651,15495,49331,57700,27610,70383,51323,100950,14885,875,10678,1259,2789,638,31912,2143,31148,25996,2386
2017-05-21,6624,5582,117497,5968,4042,1011336,48799,18881,84678,118744,99107,48472,111945,125937,100074,37733,66651,22741,10385,45835,439540,13104,10591,78391,193563,72338,25762,16168,53090,59502,27117,66571,59191,107746,15532,647,9867,1065,2549,672,37586,2509,29226,26757,2746
2017-05-22,7130,6020,150494,9197,4353,1041094,54894,17252,111375,139209,93940,46896,107433,124201,94346,32911,72400,20967,9428,39383,450941,11784,13686,73889,175929,75768,27310,15871,48623,57427,26190,51136,47966,93150,13271,999,9989,1453,3611,1320,30261,2263,35380,24720,2807
2017-05-23,7240,6302,153501,6754,4320,1024663,53541,19995,116456,137156,84381,50855,98172,115437,85229,29370,58811,18350,10121,36089,396485,10906,14073,73659,185954,260530,22771,15389,50072,50367,45221,49455,50795,94964,14153,942,9963,1372,3497,1334,30737,2204,40696,23731,2472
2017-05-24,6363,6068,146980,6368,4409,1023199,55673,19062,112919,113034,77938,48033,102841,107673,97599,28241,55018,19958,8822,34554,366888,10495,13703,92325,189544,90816,24548,17839,41786,46467,33775,47821,56519,334196,13350,915,10956,1402,3599,1373,31873,2067,42248,23672,2369
2017-05-25,6361,5945,141264,6215,4103,953031,49602,16051,100668,102206,76886,45078,97007,105133,78135,30403,56516,21064,9111,38572,374836,10668,13184,77051,171014,71622,26064,29752,48211,47773,25866,43395,47590,123919,13313,804,12908,1293,3157,1265,32310,2259,40502,24357,2225
2017-05-26,6273,5559,130738,5936,3882,854820,41518,16018,78009,100040,83830,46192,92267,101615,85247,29785,61929,18255,8416,33212,376238,8857,12700,63678,162891,59002,24229,20629,45957,53576,24507,43123,49841,137157,12911,790,13898,1177,3027,1017,30543,2277,38860,22443,2198
2017-05-27,5739,4821,106266,5910,3592,779850,39361,14609,63715,78948,80026,47780,89449,102760,78261,23538,52307,27048,8441,34417,386993,10796,11649,66663,180445,59877,22413,16156,64991,49335,27021,75308,54238,110013,15069,924,10167,1321,2786,665,36512,2836,41392,23226,2062
2017-05-28,5767,4984,112404,5689,3707,856336,47978,15978,78870,89590,84211,52440,99660,115404,93016,27371,70794,21885,10926,45299,403463,12863,10290,85085,203369,60358,24342,17661,57743,83870,31913,69744,54074,104901,15508,721,8432,1107,2388,597,39047,2689,36490,25686,2077
2017-05-29,5866,5565,137507,5516,4077,963198,56627,17816,107350,106135,80074,62298,100216,113646,84593,32649,62387,25220,10741,41560,455249,13257,11713,79546,199996,57573,21591,19427,49101,54381,23419,48002,46613,103349,13361,920,12988,1330,3251,973,41299,4913,50292,27436,2726
2017-05-30,5995,5612,151103,5822,4118,1006758,55007,17960,114864,111742,82338,52468,93295,117429,77235,81457,63242,22608,10099,45782,392760,19021,12817,74453,194312,54202,19998,17972,50110,50230,27841,45077,46231,106101,16316,856,9555,1530,3367,1203,43555,6233,68283,30686,2890
2017-05-31,5888,5788,143732,6142,4010,983859,58110,18141,113589,106129,78080,46758,89087,125825,76885,28372,61674,20781,8773,39770,340024,12506,13189,90277,183612,47938,20290,20485,43709,49210,28205,41766,44215,125273,15287,746,8615,1134,3155,1264,37863,2628,51392,28011,2944
2017-06-01,6049,5423,144887,6183,5603,955318,50246,17182,106804,100635,75523,42754,88269,111732,75930,25354,55863,19169,8251,44079,312658,11512,13938,74248,171639,44908,19343,16535,42614,47455,25506,44942,43706,86627,13215,970,9584,1408,3943,1353,36481,3334,55658,26732,2768
2017-06-02,5914,5206,131795,5756,5959,909879,42013,24837,85729,97700,79167,44195,91290,106170,90482,31952,69721,17809,8022,36401,309152,9401,15096,68073,166883,46124,20698,18117,44161,48762,31311,55779,61796,83336,11590,1230,10790,2063,4583,1614,34923,3033,56118,26851,2853
2017-06-03,5555,5045,107271,5264,3902,772530,36678,15136,61078,77626,113191,44534,129194,122458,79948,23635,61969,22394,7654,40509,308857,14299,12328,63289,193188,51021,19132,17265,70334,52222,31331,60097,62339,98298,14164,643,7719,1049,2535,662,34884,3070,56590,27080,3163
2017-06-04,6236,5488,116359,5497,3915,875500,45343,16527,81105,90775,111279,49030,114340,126283,87577,32252,88348,23486,13300,52303,318398,11559,11151,74853,252618,193774,21978,43456,69921,52883,29902,70963,52359,98157,13961,657,9891,1109,2506,635,40070,2848,64944,28985,3288
2017-06-05,5937,9268,140549,5932,4141,978684,52201,33938,102889,117610,106350,46564,97598,111195,83351,32204,82192,20911,11179,50497,317559,10736,12974,74747,241742,112980,26743,25881,60880,53063,28278,53114,44730,90281,18300,708,9007,1182,3012,1144,32439,2490,67576,24981,2875
2017-06-06,6370,5461,146887,6249,4087,973481,53224,19014,108443,106874,84931,44759,89481,107774,78412,26270,66999,19349,26146,57673,587724,10552,12756,71753,229683,58032,23907,19249,47831,49744,52062,49545,50965,108866,17831,944,9887,1242,3626,1288,31465,2269,61497,26028,2742
2017-06-07,6003,5814,140571,5766,4232,970674,54151,18579,108976,103548,80530,43489,89030,101725,76353,25321,63478,19546,9127,56794,285415,9338,12727,89509,214936,56669,21622,17238,46802,51260,40039,47660,53284,109556,32601,855,9099,1315,3414,1335,31872,2140,52091,26257,3045
2017-06-08,6144,5458,140461,6249,4069,944135,51968,31202,107651,121010,86123,57806,87224,101199,89426,25955,55855,18142,8344,46819,283019,12814,12624,73481,191040,50111,19951,17972,41658,53781,30969,46684,54071,100902,17131,1181,12221,2179,4237,2311,33935,1969,53501,25983,2737
2017-06-09,6175,5848,130137,5770,4156,857669,45708,20661,87482,100114,82466,49095,85101,95896,83320,25689,69982,19003,7947,47847,270591,15698,10856,69560,192726,53277,24811,16282,40321,49137,26233,53120,113804,95576,16921,1016,10927,1509,4152,2063,31119,1888,60017,24556,4366
2017-06-10,5786,5321,115337,6196,3877,758489,45785,24682,63030,90213,80807,42483,77906,98119,92017,22205,54971,17003,7270,56924,285551,11379,9575,98335,212063,49633,21050,18845,82716,97243,38989,57951,72669,107365,17423,738,12898,1190,3669,749,30793,2190,49619,24126,3734
2017-06-11,6051,5067,129839,8397,4308,828976,59647,17466,80272,89869,83761,75402,83492,103667,84969,25844,57715,20671,7974,68046,318761,13699,10198,108896,204196,85653,28971,28989,82525,82548,38612,85130,58145,107492,18294,645,33445,1136,2659,678,35740,2322,48465,26374,13257
